sha256,canonical_path,first_repo,first_branch,first_seen_commit
668daa23fbb67231debee87d43b5aae04143442dfb6e578dd58c29952b1b4af4,turbine-fw-projects\main\modules\java\StructuralMigration\torque7-modern-demo\src\main\java\com\uob\portal\torque7\GtpUserTorque7CrudFacade.java,turbine-fw-projects,main,
8ef851db74b36c22edc8d0513331ab9754b8a18945670e47ebef8de6a8874ba2,turbine-fw-projects\main\modules\java\StructuralMigration\torque7-modern-demo\src\main\java\com\uob\portal\torque7\Torque7RuntimeBootstrap.java,turbine-fw-projects,main,
232b1f6bc1a37afd97c0a23003c9222517ca5e95d53f6ec1d480314ddd35df5e,turbine-fw-projects\main\modules\java\StructuralMigration\torque7-modern-demo\src\main\java\com\uob\portal\torque7\metadata\ColumnMetadata.java,turbine-fw-projects,main,
52f7a4c3a8ea072b7f70afa5fa66765fe9c35be04b3e86835e5e81abf2237175,turbine-fw-projects\main\modules\java\StructuralMigration\torque7-modern-demo\src\main\java\com\uob\portal\torque7\metadata\LegacyStyleTableMetadataFacade.java,turbine-fw-projects,main,
e50b4366add75ddf7c872f1bd8eb2b0ee5bb0ea2c2aa3881f979fc3be9791467,turbine-fw-projects\main\modules\java\StructuralMigration\torque7-modern-demo\src\main\java\com\uob\portal\torque7\metadata\TableMetadata.java,turbine-fw-projects,main,
773e3e550192404cec1eb49fc4e0006b94ecac4e91c47c7a86134941dfa0494d,turbine-fw-projects\main\apps\StructuralMigration\torque7-modern-demo\src\main\resources\sql\uob-portal-mm-schema.sql,turbine-fw-projects,main,
9177f2615d4d3385fe3d0fd7f0c678ab49e824a7eef81ef121a4cb71f35a058e,turbine-fw-projects\main\apps\StructuralMigration\torque7-modern-demo\src\main\resources\torque.properties,turbine-fw-projects,main,
f32f39d3a272df52e302c8778d6b222db5c24979674ea40bc0458c93c3a1e176,turbine-fw-projects\main\apps\StructuralMigration\torque7-modern-demo\src\main\schema\uob-portal-mm-schema.xml,turbine-fw-projects,main,
ee1120ca957dc6511c4155dfd7c23e2464f2dbdfff955ac6c3408dd8ca8c1bc1,turbine-fw-projects\main\modules\java\StructuralMigration\torque7-modern-demo\src\test\java\com\uob\portal\torque7\GtpUserTorque7CrudFacadeIT.java,turbine-fw-projects,main,
9155d0f6c924360ae1ce9bca547438d2e7fe251fdc29da0f2d0db26407b910bd,turbine-fw-projects\main\apps\StructuralMigration\torque7-modern-demo\src\test\resources\test-schema\gtp_user.sql,turbine-fw-projects,main,
071091936e8990b8515625ae1782caae3133de5ed066dde6b7d1383d692dca96,turbine-fw-projects\main\docs\myhelloworld\docs\DOCKER-PODMAN-COMPOSE-README.md,turbine-fw-projects,main,
5a55d01694516a441e912704e1d5ac7e310aaada855a9d7ec6f32a20ea7e2b2d,turbine-fw-projects\main\docs\myhelloworld\docs\README.md,turbine-fw-projects,main,
60aecf223230f6c7ff7f00f0a929594b338d1102710c7cc577d0acafea7dd6cf,turbine-fw-projects\main\apps\myhelloworld\pom.xml,turbine-fw-projects,main,
66144df3596f0ad88e5e0a66295b29e6819d63341e352c9f6cf3f133bcac9910,turbine-fw-projects\main\apps\myhelloworld\src\main\data\sample-mysql-data\_application-data.sql,turbine-fw-projects,main,
795420d6567626c8ee2d8233653b5c378d2203fbc71c725d5c49928ebff7e985,turbine-fw-projects\main\apps\myhelloworld\src\main\data\sample-mysql-data\_turbine-security-data.sql,turbine-fw-projects,main,
10d9f2b6cd720eb9f19a3b87ede594f412f77a290b712783b81cd6ad3f7b68c7,turbine-fw-projects\main\apps\myhelloworld\src\main\docker-resources\app\Dockerfile,turbine-fw-projects,main,
86b864fbd8cb40dffc7c52cb676ca01cb52cd3b165815efd151b026387aa34e0,turbine-fw-projects\main\apps\myhelloworld\src\main\docker-resources\app\settings.xml,turbine-fw-projects,main,
26fa4adddd1d93dd0fde49a1a317d6478b1df9b39e61711a08c894e23a2ab7b6,turbine-fw-projects\main\apps\myhelloworld\src\main\docker-resources\db\mariadb\Dockerfile,turbine-fw-projects,main,
7fa2102fe339ab5e5244e30b0fa606f8320ea4bf07b1ae8392892ad10c9de00f,turbine-fw-projects\main\apps\myhelloworld\src\main\docker-resources\db\mysql\Dockerfile,turbine-fw-projects,main,
f577f7d767b7c9daccb21e8e5ed2da23ecb399ac5c0115b8ec4bb9dc6316faed,turbine-fw-projects\main\apps\myhelloworld\src\main\docker-resources\db\mysql\conf\my.cnf,turbine-fw-projects,main,
adf14f9d5116d01024487768f93d60e3cc393f169fb64ddcdd72e85827457d60,turbine-fw-projects\main\modules\infra\myhelloworld\src\main\docker-resources\docker-compose.yml,turbine-fw-projects,main,
4456fc87a29834a611e1c7cc3efe91dd253efc1b2dbc2fe7cc6983b0be52074b,turbine-fw-projects\main\apps\myhelloworld\src\main\java\com\mycompany\webapp\L10N.properties,turbine-fw-projects,main,
4631dcff2cca5a867b276ae0a749edb0b54b58b5994b3be840588ad3b3159b3b,turbine-fw-projects\main\apps\myhelloworld\src\main\java\com\mycompany\webapp\L10N_de_DE.properties,turbine-fw-projects,main,
087d7be78b6353abb0a7837f40d0d49d9e0cfe6dfada8eadf77d9128e5df55bc,turbine-fw-projects\main\apps\myhelloworld\src\main\java\com\mycompany\webapp\L10N_en_US.properties,turbine-fw-projects,main,
531e9c30beabf622d98998fc8ab0674a8e5e2d4111b8e767f4048a610d52f771,turbine-fw-projects\main\apps\myhelloworld\src\main\java\com\mycompany\webapp\L10N_ko_KR.properties,turbine-fw-projects,main,
e63b5f7c773b695447d2b3ac613a5165642c903ebf8d3aa77c7a454fd609b10a,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\flux\modules\actions\FluxAction.java,turbine-fw-projects,main,
f7b169658179050a71758259d105f61b8031f1bc22d9586e8b2a3597061fc19e,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\flux\modules\actions\FluxLogin.java,turbine-fw-projects,main,
c92eb0fbed79a30042654c2b7015d7cd1de7d0c34104e74437f760cf6d429330,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\flux\modules\actions\FluxLogout.java,turbine-fw-projects,main,
0d7703e6cbf0b812ea90c0b2789b7d4c8f6e2bdeb5787924a8fe7c00ecaf29f7,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\flux\modules\actions\SecureAction.java,turbine-fw-projects,main,
ea909e08e1eb71d1fff3eb2048bdb4c5d4191105a52ed4ad9b460b5689e8e809,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\flux\modules\actions\group\FluxGroupAction.java,turbine-fw-projects,main,
a3f852a64ce1c821ad4bafd0f720ad51fd03f4f2fad3dc91de02e1552e780afd,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\flux\modules\actions\permission\FluxPermissionAction.java,turbine-fw-projects,main,
6a038deea7c7f10ee9637dd035d716405e77fcae338349c0747e2055049b45d5,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\flux\modules\actions\role\FluxRoleAction.java,turbine-fw-projects,main,
b9728925bdeca10de03b9cf5117d150192711d309e226ad967e16d61fbb9873e,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\flux\modules\actions\user\FluxUserAction.java,turbine-fw-projects,main,
6be546e33b800e6e3c87c3370a8bc8ae803eb95f4fedddf7a15b62313d91bc8f,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\flux\modules\screens\FluxError.java,turbine-fw-projects,main,
de837e41c9d6e396926a0da3428be1f6470a1ab0d615b7e01e5e21165fecd49d,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\flux\modules\screens\FluxIndex.java,turbine-fw-projects,main,
76e058e8afcf6cbb1dde8bc676a06cc71b4d486fd8fca174b420598150d59a5c,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\flux\modules\screens\FluxScreen.java,turbine-fw-projects,main,
5927db57820232fba4f0965fb2967c44b461126be067d16f0aba909516425108,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\flux\modules\screens\group\Default.java,turbine-fw-projects,main,
9cbd4e613d223f9fa39156f89566a403aacb229eaea295e44e2df00f9871d097,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\flux\modules\screens\permission\Default.java,turbine-fw-projects,main,
de547ff150086af5eb17b70ab22bb3bef64351de6adfb8ea453b989dc27df82a,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\flux\modules\screens\role\Default.java,turbine-fw-projects,main,
4415c90b28b79d701755747082bdd27a69734f3518cd7193aa0f20bde12eaaf4,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\flux\modules\screens\user\Default.java,turbine-fw-projects,main,
db4b152fb1f4a6cac0433bd9089dd6e25f28418a17d7d1ce4d7bd2272505fc16,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\flux\tools\FluxTool.java,turbine-fw-projects,main,
0bdf8f27777eefaecee3d68b52bc02881027b7f84e5a8f80f6757e79360529ac,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\modules\actions\ChangePasswordAction.java,turbine-fw-projects,main,
05762881b0572072ab5db4d517161646aec4046650ab78ccba32652697290ba8,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\modules\actions\LoginUser.java,turbine-fw-projects,main,
498aab601de9f329dc0b1527c6426982f55391c662f609d43910be4d8883e23e,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\modules\actions\LoginUserIntake.java,turbine-fw-projects,main,
92981527a90e76ff49fe4a32a3e450d7925d93cad699fb517eb7ae2de2bfc9d2,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\modules\actions\LogoutUser.java,turbine-fw-projects,main,
731d9e3176576ec6bb51e3bb6f4ed71401bb6d922de7bb9def17f83ef653e088,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\modules\actions\SecureAction.java,turbine-fw-projects,main,
9579f2020653c9b9361cf2ea735166804dbbd13e528c59ce447b70c0a3b21658,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\modules\actions\ShowRecords.java,turbine-fw-projects,main,
8d66b9667d8843cebc1398f797037063dbe5fb0942ca9ec25c20a9a7c3ddafb5,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\modules\screens\Index.java,turbine-fw-projects,main,
71ffc95d376d28d53cc36975f7dec05696746828e4fd44c2bdf140f66ef90deb,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\modules\screens\Password.java,turbine-fw-projects,main,
103fb9c469fa0a95131a669cfb8146f12499203af6177fc99062ab8b3998644c,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\modules\screens\SecureScreen.java,turbine-fw-projects,main,
e05f800ccea0ea34464289709046b548d7be9423291eba35b65d0959fa1df7e3,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\modules\screens\TestSecure.java,turbine-fw-projects,main,
23d840c71bc1c758bb8f4bb0daee3823657dc575d046c82237382bb5938f28d0,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\Author.java,turbine-fw-projects,main,
2c8a331f0e319f4773a7419711c62d582c677e37a2bd568286cef0e884a4e3f9,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\AuthorPeer.java,turbine-fw-projects,main,
0c51d897570998c49cb4a4cc94e028adc023eeed1a5b5acba7b0565e5ee6d4ad,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\AuthorPeerImpl.java,turbine-fw-projects,main,
78ca365a2425da3e2aac2f50086afb8343a83de35e6e7aa1cfaba88ab8621208,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\AuthorRecordMapper.java,turbine-fw-projects,main,
e01f404177714c7cf36b88e2755ed4ddcfeb5129233b6d0e09426b43188ba8dd,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\Book.java,turbine-fw-projects,main,
a56d963f21cd62ab5f3bc45a75e4bcebdf9cdd5b2545cec044a96c2e6b3cc457,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\BookPeer.java,turbine-fw-projects,main,
0b4f18f95b5a812e3f30c012a5739c673d61400d8d09e7a62d5620bd7bc5999a,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\BookPeerImpl.java,turbine-fw-projects,main,
f0d81380798a29dbf95fa04a37979220eea9df2703cd9865d754946fb676f9d3,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\BookRecordMapper.java,turbine-fw-projects,main,
7cde2e3a18502f5284984a1d4055660fa3174122b9fef912a2047ba4960cc0b7,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\TurbineGroup.java,turbine-fw-projects,main,
d4a362220d6f9c7e11b9669e0ab32532421632afa91652cefe2cc41e862e676e,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\TurbineGroupPeer.java,turbine-fw-projects,main,
74e5d238c9ab7efa49262b362aeb2fa470b166b50d30429fb126b6c160a8b3b1,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\TurbineGroupPeerImpl.java,turbine-fw-projects,main,
d7d5f355fa38be59e6249b6ec7e3aa6e2c1db6965de6052a249c622f349f2aed,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\TurbineGroupRecordMapper.java,turbine-fw-projects,main,
167e35efeafaf47f6c7bbd6ecb1565e1e1b18907edf84bb69021bc3e33fa2873,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\TurbinePermission.java,turbine-fw-projects,main,
fb788f2cd7b523ecbde4d863979da6a56df7f6a749fc3231c67964aa77bf80fe,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\TurbinePermissionPeer.java,turbine-fw-projects,main,
6bcfbea4db0f042fb960b0a4f1ac04db6bfa2fd62f79f3dbf71108df457623c1,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\TurbinePermissionPeerImpl.java,turbine-fw-projects,main,
2b581605466843dd15d54a704c89019abe073bf1fd0a96bad11278f402b2888c,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\TurbinePermissionRecordMapper.java,turbine-fw-projects,main,
f76bdb72205351f5fa6995d1fc16877dec542e4addd24b23923aef65c96652af,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\TurbineRole.java,turbine-fw-projects,main,
5c41c7582cbf6cc89ea51e11cb1ef489f030727be09970e2888d2e067be10e61,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\TurbineRolePeer.java,turbine-fw-projects,main,
2b716acca93cb2db423d596cd659743a2cb00ca790e3cb8e8a92dc6f5e43b1f4,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\TurbineRolePeerImpl.java,turbine-fw-projects,main,
44f0cf094e3d3c0f7538dfc490cac321a652d076a4a881cf9a2ac2c611247628,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\TurbineRolePermission.java,turbine-fw-projects,main,
5a3bb1252702e69230356a7db92d476c8e524af833884b7700fd927e0951e055,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\TurbineRolePermissionPeer.java,turbine-fw-projects,main,
916315a60bca099d91fed14d315bedbb075d3e4e22041addbb9d775d3f2ab320,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\TurbineRolePermissionPeerImpl.java,turbine-fw-projects,main,
b0eb0e93e9a96f063cab27cc9370503d5ebc58f51304124c762546cdf5706f4f,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\TurbineRolePermissionRecordMapper.java,turbine-fw-projects,main,
37bac429cd199f1d4d97fea46a6c85935406b6b2adc81fce848bc8abb4d136fe,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\TurbineRoleRecordMapper.java,turbine-fw-projects,main,
eec02965e86ad02f00746c0ef3d4ce06d754d462a21b2516092d663d103cb6de,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\TurbineUser.java,turbine-fw-projects,main,
854d961119a7e0b81e6c2f991107794d5dac3020e1081dd93d02c28378f8fcee,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\TurbineUserGroupRole.java,turbine-fw-projects,main,
71cfaab24ba541523cdaeaf1e1638db2f72285b4d5766f0de470e205d4817045,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\TurbineUserGroupRolePeer.java,turbine-fw-projects,main,
28f7c87c104a569d5b9140ccefd4d0705c948c9c8425e9cc711d64bb415e2a81,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\TurbineUserGroupRolePeerImpl.java,turbine-fw-projects,main,
66fd64ff9b08294ed6f5d27e2486d43408c816a26f90d8ae6f1f4a4a09bd38fb,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\TurbineUserGroupRoleRecordMapper.java,turbine-fw-projects,main,
5fec364f001b265fec6bcda9780d2250ae2f0da1c42146c40dbda89ac5b94e6d,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\TurbineUserPeer.java,turbine-fw-projects,main,
5966f8fd149084536e22173d619fc383b807c790f2dcc3eaad61a1067390b36e,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\TurbineUserPeerImpl.java,turbine-fw-projects,main,
e5462d5c469517822b8137b2a606ab70d608f01e828e2ec749c3154ef89c868c,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\om\TurbineUserRecordMapper.java,turbine-fw-projects,main,
e2084ed087dfef4379d9a47f5e2f4ca7590ad576124cff8a044595d22e6825da,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\services\pull\RelatedTool.java,turbine-fw-projects,main,
ce5f888f93d02be73f73847fdce39f51f5a1e6f609a67ca6967dc5bf9dbef83c,turbine-fw-projects\main\modules\java\myhelloworld\src\main\java\com\mycompany\webapp\wrapper\TurbineUserWrapper.java,turbine-fw-projects,main,
27bd23044e969adc28db42e8822b5f6f6699b69eb68fc560259585d0cc090575,turbine-fw-projects\main\apps\myhelloworld\src\main\torque-schema\application-data.xml,turbine-fw-projects,main,
9cc659fed2a1139bfa8657902f5e81a076744f285908688bd0d2e764b03beee0,turbine-fw-projects\main\apps\myhelloworld\src\main\torque-schema\application-schema.xml,turbine-fw-projects,main,
72ad4e3f4d1b86a716c1d6a250a36abd76f241a09ad94140a7f70d51cce28f83,turbine-fw-projects\main\apps\myhelloworld\src\main\torque-schema\id-table-schema.xml,turbine-fw-projects,main,
8ccfac74edc2cd6bcdec3d5b29c6eca68fc1a0c59b3e7fdb42781deda102e8fc,turbine-fw-projects\main\apps\myhelloworld\src\main\torque-schema\torque-security-data.xml,turbine-fw-projects,main,
56c47468cfcca3d5371731783f13a73e406ea08568b7b440b4d26a3d3e31812a,turbine-fw-projects\main\apps\myhelloworld\src\main\torque-schema\torque-security-schema.xml,turbine-fw-projects,main,
29a72cd45c093c6b9858d55f5a81a71fd0236401e8097c56f17ffccd5d7e0bd3,turbine-fw-projects\main\apps\myhelloworld\src\main\webapp\META-INF\context.xml,turbine-fw-projects,main,
4ee85d333d53ac84d27416242d29c33f8e1a0fd012ef32879086e6c8ff364f71,turbine-fw-projects\main\apps\myhelloworld\src\main\webapp\WEB-INF\appData.ser,turbine-fw-projects,main,
6bc943320ecfeed8d2f908bb0af3a5dd2e4951e1d4084cfbaa73a2f56fc61fe7,turbine-fw-projects\main\apps\myhelloworld\src\main\webapp\WEB-INF\conf\Torque.properties,turbine-fw-projects,main,
45c88807a89cfd814458f0840d795d53257dc3ce9570ad30e046838599771620,turbine-fw-projects\main\apps\myhelloworld\src\main\webapp\WEB-INF\conf\TurbineConfigurationBuilder.xml,turbine-fw-projects,main,
36d10c59ccad2893c910f47492f3313b13ae43282e86941ace553340d17d7a94,turbine-fw-projects\main\apps\myhelloworld\src\main\webapp\WEB-INF\conf\TurbineResources.properties,turbine-fw-projects,main,
d005ade68bdaef064e8e19b7444341c3e6025ae91044f5b5c0340ae7529b2c93,turbine-fw-projects\main\apps\myhelloworld\src\main\webapp\WEB-INF\conf\componentConfiguration.xml,turbine-fw-projects,main,
0f55e8b91e045f0640d8541130cc4e3abc59ba936eca0e50d20a30c06a76c2a6,turbine-fw-projects\main\apps\myhelloworld\src\main\webapp\WEB-INF\conf\containerConfiguration.xml,turbine-fw-projects,main,
679de824ff5668f9ab553c4672a4a7553f3e3472cee577c6f5dcf7f3158b66b3,turbine-fw-projects\main\apps\myhelloworld\src\main\webapp\WEB-INF\conf\flux.properties,turbine-fw-projects,main,
b1e33d1e48d20cd516cb785e35e23f80a50ba04c1a07f18636e806088e12cc37,turbine-fw-projects\main\apps\myhelloworld\src\main\webapp\WEB-INF\conf\intake.xml,turbine-fw-projects,main,
a04677186e046c0c2b10e017264e2a11e8ebe3ce283f18dd78b72707fcd1992d,turbine-fw-projects\main\apps\myhelloworld\src\main\webapp\WEB-INF\conf\log4j2.xml,turbine-fw-projects,main,
388af079b3ccb626da0a0b993d0e4a5b74116d52884f9d9ef66817211c6ed622,turbine-fw-projects\main\apps\myhelloworld\src\main\webapp\WEB-INF\conf\roleConfiguration.xml,turbine-fw-projects,main,
50752e54266e284756f2448738c651d8b00410961bdf3a6539e449b832bdb5ef,turbine-fw-projects\main\apps\myhelloworld\src\main\webapp\WEB-INF\conf\turbine-classic-pipeline.xml,turbine-fw-projects,main,
5ac8fc6eae5aad1484239137ba7703e272f64b9fae764b61ef581cd9f4cff0d6,turbine-fw-projects\main\apps\myhelloworld\src\main\webapp\WEB-INF\jetty-ee10-env.xml,turbine-fw-projects,main,
3ba595fb1e6459a4699ba8bf786ef87baa3a2e24e82e97a7c7f9e8e52fb1f3c7,turbine-fw-projects\main\apps\myhelloworld\src\main\webapp\WEB-INF\web.xml,turbine-fw-projects,main,
590f499373c524d291c33a6e6cd5c1ca685faf5fb1884c9464fe6026e79eeec7,turbine-fw-projects\main\assets\myhelloworld\src\main\webapp\resources\ui\skins\default\images\pb-turbine100px.png,turbine-fw-projects,main,
4ae3331db7d6d37c0d62a3b304fdafba9e7666df70df81008297abc5db204932,turbine-fw-projects\main\assets\myhelloworld\src\main\webapp\resources\ui\skins\default\images\turbine-project.png,turbine-fw-projects,main,
a89ba8f58da6ba249fe17db1770f45feb20e1532935b4619a13662d6ecaf98d5,turbine-fw-projects\main\assets\myhelloworld\src\main\webapp\resources\ui\skins\default\images\turbine4-project.png,turbine-fw-projects,main,
dbf812da326ca0ca7d96f3d0b68f2dc91967a0fdfb0ce7391e14f04bb2b9b248,turbine-fw-projects\main\apps\myhelloworld\src\main\webapp\resources\ui\skins\default\page.css,turbine-fw-projects,main,
646ab5fa24157536b5a510a256afe6c068d9df8d523812d939f412dc80e119a1,turbine-fw-projects\main\modules\js-ts\myhelloworld\src\main\webapp\resources\ui\skins\default\page.js,turbine-fw-projects,main,
8285b239c172ff5392d5d78318697b880b19c1f3118c2fa5863e5a4faac0ee34,turbine-fw-projects\main\apps\myhelloworld\src\main\webapp\resources\ui\skins\default\skin.props,turbine-fw-projects,main,
7a5ac970947550d1f0c41a2a7fbf1b04206b1f392a156a24757bd88d9f96624e,turbine-fw-projects\main\shared\myhelloworld\src\main\webapp\templates\app\layouts\Default.vm,turbine-fw-projects,main,
0e9c340e1f9ff42b0d88f48154af98815fb5a4797dac626853077e398305bd24,turbine-fw-projects\main\shared\myhelloworld\src\main\webapp\templates\app\macros\applicationMacros.vm,turbine-fw-projects,main,
8e8aa4556ec914727bc12742d452d09cafa60fe456bb3001e6a1bc5e3114f375,turbine-fw-projects\main\shared\myhelloworld\src\main\webapp\templates\app\navigations\Menu.vm,turbine-fw-projects,main,
96f9c3dd4b292a3b5504eda0d3b3e43c652f9d2b55bae501300c564454edacb6,turbine-fw-projects\main\shared\myhelloworld\src\main\webapp\templates\app\screens\Error.vm,turbine-fw-projects,main,
1a93b76543efa1f89a3a82d4c693f6e3351e2e152513223a6d917269f5541b16,turbine-fw-projects\main\shared\myhelloworld\src\main\webapp\templates\app\screens\Index.vm,turbine-fw-projects,main,
947d3feb95e8fc29c3c75c10b0451892122b34f0d6270016f38e3e2c5e790e0e,turbine-fw-projects\main\shared\myhelloworld\src\main\webapp\templates\app\screens\Login.vm,turbine-fw-projects,main,
4d1019eae94f3f89fef84b70f27d0bee9d6b263b97988f062dd13fa7c1324232,turbine-fw-projects\main\shared\myhelloworld\src\main\webapp\templates\app\screens\Password.vm,turbine-fw-projects,main,
04fd9770adefa92b88072e83c79134acac41e7186b0bde1f9c42abf3c28fd028,turbine-fw-projects\main\shared\myhelloworld\src\main\webapp\templates\app\screens\TestSecure.vm,turbine-fw-projects,main,
d763ddd3c52a8579cd484c6ff2b9cdbc45961ffd176145b40444d4cf702bc990,turbine-fw-projects\main\shared\myhelloworld\src\main\webapp\templates\app\screens\showRecords.vm,turbine-fw-projects,main,
1dca48a8e78de8fbf82846eb2837dd4d056977b1d6dd6addfe8e1ff78d2505be,turbine-fw-projects\main\shared\myhelloworld\src\main\webapp\templates\flux\layouts\FluxDefault.vm,turbine-fw-projects,main,
813c93bfc7f424456f903a67faf3e8a30eac59864302bf23d014097aa6981998,turbine-fw-projects\main\shared\myhelloworld\src\main\webapp\templates\flux\navigations\FluxBottom.vm,turbine-fw-projects,main,
7f24d4b906306726b26d357d65e9d374af8a58cb797cb9c90c5f1ef5027a0ae7,turbine-fw-projects\main\shared\myhelloworld\src\main\webapp\templates\flux\navigations\FluxMenu.vm,turbine-fw-projects,main,
dfd8ba723d4a12c551577767a714aa7585f663609e4de5e1abd047e7efc86475,turbine-fw-projects\main\shared\myhelloworld\src\main\webapp\templates\flux\navigations\FluxTop.vm,turbine-fw-projects,main,
07a5cc25706109535b57b9d469fbce1638611bcb69c0e055dc5e3efe68294cbf,turbine-fw-projects\main\shared\myhelloworld\src\main\webapp\templates\flux\screens\FluxEmbeddedMenu.vm,turbine-fw-projects,main,
2a4b2b25397501cbfb6ff7836f68bc39bc3d7a2c8607b0d2a20c1126a859a97f,turbine-fw-projects\main\shared\myhelloworld\src\main\webapp\templates\flux\screens\FluxError.vm,turbine-fw-projects,main,
5226f279876640eeae5e07f4e7e9c2a1183fd6184d516b60ad87f6909ff56ed7,turbine-fw-projects\main\shared\myhelloworld\src\main\webapp\templates\flux\screens\FluxIndex.vm,turbine-fw-projects,main,
70d69d96ad869d2f26fcb705ab1b4d3f907f76c9347805e6e4cabb91b9bb95d0,turbine-fw-projects\main\shared\myhelloworld\src\main\webapp\templates\flux\screens\FluxLogin.vm,turbine-fw-projects,main,
f202dfaea56ea285177bbbb8941bcce0db55e65236496a6093feba38bbd8aa41,turbine-fw-projects\main\shared\myhelloworld\src\main\webapp\templates\flux\screens\group\FluxGroupAlreadyExists.vm,turbine-fw-projects,main,
